year,title_cn,fund_project,fund_project_clean,topic_en,topic_ru,domain_en,domain_ru,field_en,field_ru,subfield_en,subfield_ru
2021,面向2030年的人与科技发展愿景研究,华为技术有限公司顾问服务采购项目（PPA0021CHN1909170034216590459783）,华为技术有限公司顾问服务采购项目,S&T Talent Cultivation,Воспитание научно-технических талантов,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Education,Образование
2021,面向2030年的人与科技发展愿景研究,华为技术有限公司顾问服务采购项目（PPA0021CHN1909170034216590459783）,华为技术有限公司顾问服务采购项目,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
2021,绿洲-荒漠共生关系实验模拟平台（绿洲-荒漠平台）,中国科学院野外站网络重点科技基础设施建设项目（KFJ-SW-YW008）,中国科学院野外站网络重点科技基础设施建设项目,Climate Change Impact,Влияние изменения климата,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,绿洲-荒漠共生关系实验模拟平台（绿洲-荒漠平台）,中国科学院野外站网络重点科技基础设施建设项目（KFJ-SW-YW008）,中国科学院野外站网络重点科技基础设施建设项目,Desertification Control and Research,Контрольи и исследования опустынивания,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,循环经济助推碳中和的路径和对策建议,国家重点研发计划（2019YFC1908501），国家自然科学基金（72088101、71904125、71690241、71810107001）,国家重点研发计划,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,循环经济助推碳中和的路径和对策建议,国家重点研发计划（2019YFC1908501），国家自然科学基金（72088101、71904125、71690241、71810107001）, 国家自然科学基金,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,数字技术助推我国能源行业碳中和目标实现的路径探析,国家自然科学基金基础科学中心项目（72088101），国家自然科学基金重大项目（71991465），中国工程院战略研究与咨询项目（2021-HYZD-13），中国工程院院地合作重大项目（2020-CQ-ZD-2）,国家自然科学基金基础科学中心项目,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2021,数字技术助推我国能源行业碳中和目标实现的路径探析,国家自然科学基金基础科学中心项目（72088101），国家自然科学基金重大项目（71991465），中国工程院战略研究与咨询项目（2021-HYZD-13），中国工程院院地合作重大项目（2020-CQ-ZD-2）,国家自然科学基金基础科学中心项目,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,数字技术助推我国能源行业碳中和目标实现的路径探析,国家自然科学基金基础科学中心项目（72088101），国家自然科学基金重大项目（71991465），中国工程院战略研究与咨询项目（2021-HYZD-13），中国工程院院地合作重大项目（2020-CQ-ZD-2）, 国家自然科学基金重大项目,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2021,数字技术助推我国能源行业碳中和目标实现的路径探析,国家自然科学基金基础科学中心项目（72088101），国家自然科学基金重大项目（71991465），中国工程院战略研究与咨询项目（2021-HYZD-13），中国工程院院地合作重大项目（2020-CQ-ZD-2）, 国家自然科学基金重大项目,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,数字技术助推我国能源行业碳中和目标实现的路径探析,国家自然科学基金基础科学中心项目（72088101），国家自然科学基金重大项目（71991465），中国工程院战略研究与咨询项目（2021-HYZD-13），中国工程院院地合作重大项目（2020-CQ-ZD-2）, 中国工程院战略研究与咨询项目,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2021,数字技术助推我国能源行业碳中和目标实现的路径探析,国家自然科学基金基础科学中心项目（72088101），国家自然科学基金重大项目（71991465），中国工程院战略研究与咨询项目（2021-HYZD-13），中国工程院院地合作重大项目（2020-CQ-ZD-2）, 中国工程院战略研究与咨询项目,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,数字技术助推我国能源行业碳中和目标实现的路径探析,国家自然科学基金基础科学中心项目（72088101），国家自然科学基金重大项目（71991465），中国工程院战略研究与咨询项目（2021-HYZD-13），中国工程院院地合作重大项目（2020-CQ-ZD-2）, 中国工程院院地合作重大项目,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2021,数字技术助推我国能源行业碳中和目标实现的路径探析,国家自然科学基金基础科学中心项目（72088101），国家自然科学基金重大项目（71991465），中国工程院战略研究与咨询项目（2021-HYZD-13），中国工程院院地合作重大项目（2020-CQ-ZD-2）, 中国工程院院地合作重大项目,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,加速能源转型的经济社会效益评估,国家自然科学基金（71690244）,国家自然科学基金,Renewable Energy,Возобновляемая энергия,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Energy,Энергетика
2021,加速能源转型的经济社会效益评估,国家自然科学基金（71690244）,国家自然科学基金,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,中国生物多样性保护取得的主要成绩、面临的挑战与对策建议,国家重点研发计划（2016YFC0503200），中国科学院战略性先导科技专项（B类）（XDB31000000）,国家重点研发计划,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,中国生物多样性保护取得的主要成绩、面临的挑战与对策建议,国家重点研发计划（2016YFC0503200），中国科学院战略性先导科技专项（B类）（XDB31000000）, 中国科学院战略性先导科技专项（B类）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,碳中和目标下美国氢能战略转型及特征分析,中国科学院战略性先导科技专项（B类）培育项目（XDPB21），国家电网公司科技项目（524625190024），中国科学院标准化试点项目（BZ20180002）,中国科学院战略性先导科技专项（B类）培育项目,Renewable Energy,Возобновляемая энергия,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Energy,Энергетика
2021,碳中和目标下美国氢能战略转型及特征分析,中国科学院战略性先导科技专项（B类）培育项目（XDPB21），国家电网公司科技项目（524625190024），中国科学院标准化试点项目（BZ20180002）,中国科学院战略性先导科技专项（B类）培育项目,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,碳中和目标下美国氢能战略转型及特征分析,中国科学院战略性先导科技专项（B类）培育项目（XDPB21），国家电网公司科技项目（524625190024），中国科学院标准化试点项目（BZ20180002）, 国家电网公司科技项目,Renewable Energy,Возобновляемая энергия,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Energy,Энергетика
2021,碳中和目标下美国氢能战略转型及特征分析,中国科学院战略性先导科技专项（B类）培育项目（XDPB21），国家电网公司科技项目（524625190024），中国科学院标准化试点项目（BZ20180002）, 国家电网公司科技项目,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,碳中和目标下美国氢能战略转型及特征分析,中国科学院战略性先导科技专项（B类）培育项目（XDPB21），国家电网公司科技项目（524625190024），中国科学院标准化试点项目（BZ20180002）, 中国科学院标准化试点项目,Renewable Energy,Возобновляемая энергия,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Energy,Энергетика
2021,碳中和目标下美国氢能战略转型及特征分析,中国科学院战略性先导科技专项（B类）培育项目（XDPB21），国家电网公司科技项目（524625190024），中国科学院标准化试点项目（BZ20180002）, 中国科学院标准化试点项目,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,用好养好黑土地的科技战略思考与实施路径——中国科学院“黑土粮仓”战略性先导科技专项的总体思路与实施方案,中国科学院战略性先导科技专项（A类）（XDA28000000）,中国科学院战略性先导科技专项（A类）,Black Soil Conservation and Sustainable Utilization,Сохранение и устойчивое использование черноземов,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
2021,世界主要国家未来产业发展部署与启示,国家自然科学基金重大应急管理研究项目（71741033）,国家自然科学基金重大应急管理研究项目,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
2021,世界主要国家未来产业发展部署与启示,国家自然科学基金重大应急管理研究项目（71741033）,国家自然科学基金重大应急管理研究项目,Chinese Strategic Industries and Economic Development,Стратегические отрасли и экономическое развитие Китая,Economic & Social Sciences,Гуманитарные науки,Economics & Business,Экономика и бизнес,Economics,Экономика
2021,中国生物多样性科学研究进展评述,中国科学院战略性先导科技专项（A类）（XDA19050500）,中国科学院战略性先导科技专项（A类）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,人工智能伦理问题的现状分析与对策,中国科学院学部科技伦理研究项目（XBKJLL2018001）,中国科学院学部科技伦理研究项目,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2021,人工智能伦理问题的现状分析与对策,中国科学院学部科技伦理研究项目（XBKJLL2018001）,中国科学院学部科技伦理研究项目,Nanotechnology Ethics and Governance,Этика и управление нанотехнологиями,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Nanoscience & Nanotechnology,Нанонауки и нанотехнологии
2021,新冠肺炎疫情大流行对国际科技发展的影响及其启示,中国科学院政策研究课题（ZYS-2021-03），中国科学院文献情报能力建设项目（E0290001）,中国科学院政策研究课题,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,新冠肺炎疫情大流行对国际科技发展的影响及其启示,中国科学院政策研究课题（ZYS-2021-03），中国科学院文献情报能力建设项目（E0290001）,中国科学院政策研究课题,Public Health Emergency Management,Управление чрезвычайными ситуациями в области общественного здравоохранения,Health Sciences,Науки о здоровье,Public Health & Health Services,Здравоохранение и медицинское обслуживание,Public Health,Здравоохранение
2021,新冠肺炎疫情大流行对国际科技发展的影响及其启示,中国科学院政策研究课题（ZYS-2021-03），中国科学院文献情报能力建设项目（E0290001）, 中国科学院文献情报能力建设项目,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,新冠肺炎疫情大流行对国际科技发展的影响及其启示,中国科学院政策研究课题（ZYS-2021-03），中国科学院文献情报能力建设项目（E0290001）, 中国科学院文献情报能力建设项目,Public Health Emergency Management,Управление чрезвычайными ситуациями в области общественного здравоохранения,Health Sciences,Науки о здоровье,Public Health & Health Services,Здравоохранение и медицинское обслуживание,Public Health,Здравоохранение
2021,生物样本：生物多样性研究与保护的重要支撑,“一带一路”国际科学组织联盟联合研究合作专项（ANSO-CR-KP-2020-04），中国科学院战略生物资源专项（KFJBRP-003）,“一带一路”国际科学组织联盟联合研究合作专项,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,生物样本：生物多样性研究与保护的重要支撑,“一带一路”国际科学组织联盟联合研究合作专项（ANSO-CR-KP-2020-04），中国科学院战略生物资源专项（KFJBRP-003）, 中国科学院战略生物资源专项,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,生态问题与灾害风险：绿色“一带一路”建设的挑战与应对,中国科学院战略性先导科技专项（A类）（XDA20030000）,中国科学院战略性先导科技专项（A类）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2021,生态问题与灾害风险：绿色“一带一路”建设的挑战与应对,中国科学院战略性先导科技专项（A类）（XDA20030000）,中国科学院战略性先导科技专项（A类）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2021,统筹推进黑土地保护与乡村振兴：内在逻辑、主要路径及政策建议,中国科学院战略性先导科技专项（A类）（XDA28130000）,中国科学院战略性先导科技专项（A类）,S&T Aided Poverty Alleviation,Борьба с бедностью с помощью науки и технологий,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
2021,统筹推进黑土地保护与乡村振兴：内在逻辑、主要路径及政策建议,中国科学院战略性先导科技专项（A类）（XDA28130000）,中国科学院战略性先导科技专项（A类）,Black Soil Conservation and Sustainable Utilization,Сохранение и устойчивое использование черноземов,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
2021,东北黑土地保护利用取得的主要成绩、面临挑战与对策建议,中国科学院战略性先导科技专项（A类）（XDA28070000）,中国科学院战略性先导科技专项（A类）,Black Soil Conservation and Sustainable Utilization,Сохранение и устойчивое использование черноземов,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
2021,地下水-农田生态系统关键过程综合试验模拟装置（禹城地下水农田模拟装置）,中国科学院野外站网络重点科技基础设施建设项目（KFJ-SW-YW011）,中国科学院野外站网络重点科技基础设施建设项目,CAS Field Observation Station Network,Сеть полевых наблюдательных станций КАН,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,科学基金资助机构视角下的科学数据管理研究,国家自然科学基金应急管理项目（71843011）,国家自然科学基金应急管理项目,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2021,科学基金资助机构视角下的科学数据管理研究,国家自然科学基金应急管理项目（71843011）,国家自然科学基金应急管理项目,Peer Review and Funding Allocation for Basic Research,Экспертная оценка и распределение финансирования для фундаментальных исследований,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Science Studies,Исследования науки
2021,东北黑土保护性耕作技术的研究与实践,中国科学院科技服务网络计划（STS计划）（KFJ-STS-QYZD-2021-16-001），吉林省与中国科学院科技合作高技术产业化专项资金（2020SYHZ0022）,中国科学院科技服务网络计划,Black Soil Conservation and Sustainable Utilization,Сохранение и устойчивое использование черноземов,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
2021,东北黑土保护性耕作技术的研究与实践,中国科学院科技服务网络计划（STS计划）（KFJ-STS-QYZD-2021-16-001），吉林省与中国科学院科技合作高技术产业化专项资金（2020SYHZ0022）, 吉林省与中国科学院科技合作高技术产业化专项资金,Black Soil Conservation and Sustainable Utilization,Сохранение и устойчивое использование черноземов,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
2021,野生生物种质资源保护的进展和未来设想,中国科学院战略性先导科技专项（B类）（XDB31000000），中国科学院科技战略咨询研究院国家高端智库重点课题,中国科学院战略性先导科技专项（B类）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,野生生物种质资源保护的进展和未来设想,中国科学院战略性先导科技专项（B类）（XDB31000000），中国科学院科技战略咨询研究院国家高端智库重点课题, 中国科学院科技战略咨询研究院国家高端智库重点课题,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,基于前沿监测技术探讨“大开发”对鸟类迁徙及其栖息地的影响,中国科学院科研装备研制项目，中国科学院生物多样性监测与研究网络-鸟类多样性监测专项网，中国科学院生态环境研究中心城市与区域生态国家重点实验室科研仪器设备采购项目，国家自然科学基金国际（地区）合作与交流项目（31661143027）,中国科学院科研装备研制项目,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
2021,基于前沿监测技术探讨“大开发”对鸟类迁徙及其栖息地的影响,中国科学院科研装备研制项目，中国科学院生物多样性监测与研究网络-鸟类多样性监测专项网，中国科学院生态环境研究中心城市与区域生态国家重点实验室科研仪器设备采购项目，国家自然科学基金国际（地区）合作与交流项目（31661143027）,中国科学院科研装备研制项目,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,基于前沿监测技术探讨“大开发”对鸟类迁徙及其栖息地的影响,中国科学院科研装备研制项目，中国科学院生物多样性监测与研究网络-鸟类多样性监测专项网，中国科学院生态环境研究中心城市与区域生态国家重点实验室科研仪器设备采购项目，国家自然科学基金国际（地区）合作与交流项目（31661143027）, 中国科学院生物多样性监测与研究网络-鸟类多样性监测专项网,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
2021,基于前沿监测技术探讨“大开发”对鸟类迁徙及其栖息地的影响,中国科学院科研装备研制项目，中国科学院生物多样性监测与研究网络-鸟类多样性监测专项网，中国科学院生态环境研究中心城市与区域生态国家重点实验室科研仪器设备采购项目，国家自然科学基金国际（地区）合作与交流项目（31661143027）, 中国科学院生物多样性监测与研究网络-鸟类多样性监测专项网,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,基于前沿监测技术探讨“大开发”对鸟类迁徙及其栖息地的影响,中国科学院科研装备研制项目，中国科学院生物多样性监测与研究网络-鸟类多样性监测专项网，中国科学院生态环境研究中心城市与区域生态国家重点实验室科研仪器设备采购项目，国家自然科学基金国际（地区）合作与交流项目（31661143027）, 中国科学院生态环境研究中心城市与区域生态国家重点实验室科研仪器设备采购项目,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
2021,基于前沿监测技术探讨“大开发”对鸟类迁徙及其栖息地的影响,中国科学院科研装备研制项目，中国科学院生物多样性监测与研究网络-鸟类多样性监测专项网，中国科学院生态环境研究中心城市与区域生态国家重点实验室科研仪器设备采购项目，国家自然科学基金国际（地区）合作与交流项目（31661143027）, 中国科学院生态环境研究中心城市与区域生态国家重点实验室科研仪器设备采购项目,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,基于前沿监测技术探讨“大开发”对鸟类迁徙及其栖息地的影响,中国科学院科研装备研制项目，中国科学院生物多样性监测与研究网络-鸟类多样性监测专项网，中国科学院生态环境研究中心城市与区域生态国家重点实验室科研仪器设备采购项目，国家自然科学基金国际（地区）合作与交流项目（31661143027）, 国家自然科学基金国际（地区）合作与交流项目,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
2021,基于前沿监测技术探讨“大开发”对鸟类迁徙及其栖息地的影响,中国科学院科研装备研制项目，中国科学院生物多样性监测与研究网络-鸟类多样性监测专项网，中国科学院生态环境研究中心城市与区域生态国家重点实验室科研仪器设备采购项目，国家自然科学基金国际（地区）合作与交流项目（31661143027）, 国家自然科学基金国际（地区）合作与交流项目,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,加强植物迁地保护，促进植物资源保护和利用,生态环境部生物多样性专项（No.8-3-7-20-10）,生态环境部生物多样性专项,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2021,加强植物迁地保护，促进植物资源保护和利用,生态环境部生物多样性专项（No.8-3-7-20-10）,生态环境部生物多样性专项,Flora of China,Флора Китая,Natural Sciences,Естественные науки,Biology,Биология,Plant Biology & Botany,Ботаника
2021,国家自然科学基金如何更好地引导基础研究多元投入？,国家自然科学基金应急管理项目（71843007），国家自然科学基金专项（L1924084），国家社会科学基金重大项目（21ZDA017）,国家自然科学基金应急管理项目,Peer Review and Funding Allocation for Basic Research,Экспертная оценка и распределение финансирования для фундаментальных исследований,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Science Studies,Исследования науки
2021,国家自然科学基金如何更好地引导基础研究多元投入？,国家自然科学基金应急管理项目（71843007），国家自然科学基金专项（L1924084），国家社会科学基金重大项目（21ZDA017）, 国家自然科学基金专项,Peer Review and Funding Allocation for Basic Research,Экспертная оценка и распределение финансирования для фундаментальных исследований,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Science Studies,Исследования науки
2021,国家自然科学基金如何更好地引导基础研究多元投入？,国家自然科学基金应急管理项目（71843007），国家自然科学基金专项（L1924084），国家社会科学基金重大项目（21ZDA017）, 国家社会科学基金重大项目,Peer Review and Funding Allocation for Basic Research,Экспертная оценка и распределение финансирования для фундаментальных исследований,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Science Studies,Исследования науки
2021,咸海生态危机：荒漠化趋势与生态恢复防控对策,中国科学院战略性先导科技专项（A类）（XDA20030102、XDA20030103）,中国科学院战略性先导科技专项（A类）,Desertification Control and Research,Контрольи и исследования опустынивания,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,黑土地保护利用与山水林田湖草沙系统的协调及生态屏障建设战略,中国科学院战略性先导科技专项（A类）（XDA28030000）,中国科学院战略性先导科技专项（A类）,Black Soil Conservation and Sustainable Utilization,Сохранение и устойчивое использование черноземов,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
2021,加强国家战略科技力量的知识产权保护与运用――中国科学院的案例研究,国家社会科学基金重大项目（19ZDA102）,国家社会科学基金重大项目,Intellectual Property Protection and Management,Защита и управление интеллектуальной собственностью,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Law,Право
2021,构建数字化世界的伦理秩序,中国科学院学部科技伦理研究项目（XBKJLL2018002）,中国科学院学部科技伦理研究项目,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2021,构建数字化世界的伦理秩序,中国科学院学部科技伦理研究项目（XBKJLL2018002）,中国科学院学部科技伦理研究项目,Nanotechnology Ethics and Governance,Этика и управление нанотехнологиями,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Nanoscience & Nanotechnology,Нанонауки и нанотехнологии
2021,对科学研究的新认识,国家社会科学基金重大研究专项（19VMG024），国家自然科学基金专项（L2024001）,国家社会科学基金重大研究专项,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2021,对科学研究的新认识,国家社会科学基金重大研究专项（19VMG024），国家自然科学基金专项（L2024001）,国家社会科学基金重大研究专项,Climate Change Impact,Влияние изменения климата,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,对科学研究的新认识,国家社会科学基金重大研究专项（19VMG024），国家自然科学基金专项（L2024001）, 国家自然科学基金专项,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2021,对科学研究的新认识,国家社会科学基金重大研究专项（19VMG024），国家自然科学基金专项（L2024001）, 国家自然科学基金专项,Climate Change Impact,Влияние изменения климата,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2021,原创性、引领性科技攻关的历史经验——以国家超导攻关为例,中国科学院科技战略咨询研究院2020重大咨询专项（8201701790）,中国科学院科技战略咨询研究院重大咨询专项,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
2021,原创性、引领性科技攻关的历史经验——以国家超导攻关为例,中国科学院科技战略咨询研究院2020重大咨询专项（8201701790）,中国科学院科技战略咨询研究院重大咨询专项,Superconducting Devices and Applications,Сверхпроводящие устройства и приложения,Applied Sciences,Прикладные науки,Engineering,Технические науки,Electrical & Electronic Engineering,Электротехника и электронная техника
